Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,fertilizer_kg/ha,solar_radiation_MJ/m2-day
Spain,Sweet potatoes,1998,169231,459.17,35070.0,15.67,172.9757381,16.97
Spain,Sweet potatoes,1999,160726,399.12,33614.0,15.55333333,172.3213994,16.83
Spain,Sweet potatoes,2000,149938,476.27,34597.0,15.60666667,160.4029851,16.54
Spain,Sweet potatoes,2001,195766,386.43,35700.0,15.81333333,168.0802205,16.76
Spain,Sweet potatoes,2002,171349,467.22,40727.0,15.73,164.4517778,16.45
Spain,Sweet potatoes,2004,165915,449.82,47445.0,15.56666667,165.4026104,16.67
Spain,Sweet potatoes,2005,161439,328.56,41017.0,15.30666667,142.1395493,17.46
Spain,Sweet potatoes,2006,168349,486.5,39767.0,16.28,142.3294811,16.75
Spain,Sweet potatoes,2007,168802,431.14,39286.0,15.51333333,157.7222311,16.89
Spain,Sweet potatoes,2008,171052,526.76,40719.0,15.35,106.5446028,16.49
Spain,Sweet potatoes,2009,172128,370.85,35199.0,16.00666667,96.92694247,17.39
Spain,Sweet potatoes,2010,187394,555.18,39043.0,15.11666667,130.6752874,16.5
Spain,Sweet potatoes,2011,179410,414.95,53549.0,16.38666667,122.6164615,17.24
Spain,Sweet potatoes,2012,164267,352.65,48668.0,15.83,122.5808274,17.37
Spain,Sweet potatoes,2013,161919,413.8,54197.0,15.71333333,143.5965028,16.76
Spain,Wheat,1990,23789,324.4,39562.0,15.78,128.8491034,16.44
Spain,Wheat,1991,24592,325.73,39147.0,14.95666667,123.3282213,16.28
Spain,Wheat,1992,19426,347.79,31839.0,14.96333333,103.5983159,16.58
Spain,Wheat,1993,24492,429.64,29408.0,14.6,121.3249232,16.09
Spain,Wheat,1994,21843,313.3,31244.0,15.87666667,130.1769553,17.22
Spain,Wheat,1995,14761,369.36,27852.0,15.99333333,133.0509078,16.63
Spain,Wheat,1996,30016,579.32,33236.0,15.23,151.7024221,16.48
Spain,Wheat,1997,22498,677.36,34023.0,16.16333333,147.560378,16.25
Spain,Wheat,1998,28424,459.17,35070.0,15.67,172.9757381,16.97
Spain,Wheat,1999,20987,399.12,33614.0,15.55333333,172.3213994,16.83
Spain,Wheat,2000,30997,476.27,34597.0,15.60666667,160.4029851,16.54
Spain,Wheat,2001,23003,386.43,35700.0,15.81333333,168.0802205,16.76
Spain,Wheat,2002,28347,467.22,40727.0,15.73,164.4517778,16.45
Spain,Wheat,2004,32628,449.82,47445.0,15.56666667,165.4026104,16.67
Spain,Wheat,2005,17707,328.56,41017.0,15.30666667,142.1395493,17.46
Spain,Wheat,2006,28755,486.5,39767.0,16.28,142.3294811,16.75
Spain,Wheat,2007,35692,431.14,39286.0,15.51333333,157.7222311,16.89
Spain,Wheat,2008,32483,526.76,40719.0,15.35,106.5446028,16.49
Spain,Wheat,2009,27103,370.85,35199.0,16.00666667,96.92694247,17.39
Spain,Wheat,2010,30498,555.18,39043.0,15.11666667,130.6752874,16.5
Spain,Wheat,2011,34475,414.95,53549.0,16.38666667,122.6164615,17.24
Spain,Wheat,2012,23718,352.65,48668.0,15.83,122.5808274,17.37
Spain,Wheat,2013,36447,413.8,54197.0,15.71333333,143.5965028,16.76
Sri Lanka,Cassava,1990,87717,1094.8,1571.33,26.53,192.4468683,18.45
Sri Lanka,Cassava,1991,92373,1080.87,1409.15,26.53,198.7148144,18.58
Sri Lanka,Cassava,1992,88453,1078.08,2144.31,26.26,205.7550975,18.79
Sri Lanka,Cassava,1993,93405,1401.16,1753.2,26.37,240.5198812,17.92
Sri Lanka,Cassava,1994,89267,971.61,1860.7,26.34,245.5441409,18.02
Sri Lanka,Cassava,1995,90241,294.83,1735.5,26.59,232.1611268,18.57
Sri Lanka,Cassava,1996,87529,365.59,1654.41,26.38,239.6935301,18.06
Sri Lanka,Cassava,1997,86564,964.89,1622.4,26.66,237.3086981,18.86
Sri Lanka,Cassava,1998,85535,1204.47,1532.41,27.13,264.6262213,18.51
Sri Lanka,Cassava,1999,85460,1149.95,1766.91,26.32,292.5155244,18.58
Sri Lanka,Cassava,2000,84330,1050.14,1695.71,26.43,274.2836517,18.36
Sri Lanka,Cassava,2001,85560,1148.77,1705.05,26.63,270.9759076,18.85
Sri Lanka,Cassava,2002,85284,1194.68,1714.39,26.74,309.7251195,18.8
Sri Lanka,Cassava,2004,95411,1259.07,1733.07,26.64,287.01,18.42
Sri Lanka,Cassava,2005,95186,1152.89,1742.41,26.73,255.2918182,18.64
Sri Lanka,Cassava,2006,95959,1536.32,1751.75,26.56,291.3152381,18.51
Sri Lanka,Cassava,2007,97487,1291.7,1439.8,26.57,288.525,18.57
Sri Lanka,Cassava,2008,100556,1331.93,1152.39,26.42,311.7116667,18.36
Sri Lanka,Cassava,2009,116401,1324.29,1170.36,26.67,257.9283333,18.73
Sri Lanka,Cassava,2010,120631,1911.67,1450.54,26.83,229.0475,18.18
Sri Lanka,Cassava,2011,120967,2043.0,1290.31,26.65,257.3146154,18.17
Sri Lanka,Cassava,2012,121660,1768.12,1112.8,26.88,205.8553846,18.92
Sri Lanka,Cassava,2013,126527,1437.02,1235.31,27.03,173.9853846,18.07
Sri Lanka,Maize,1990,11227,1094.8,1571.33,26.53,192.4468683,18.45
Sri Lanka,Maize,1991,11916,1080.87,1409.15,26.53,198.7148144,18.58
Sri Lanka,Maize,1992,10390,1078.08,2144.31,26.26,205.7550975,18.79
Sri Lanka,Maize,1993,9712,1401.16,1753.2,26.37,240.5198812,17.92
Sri Lanka,Maize,1994,10032,971.61,1860.7,26.34,245.5441409,18.02
Sri Lanka,Maize,1995,9695,294.83,1735.5,26.59,232.1611268,18.57
Sri Lanka,Maize,1996,10669,365.59,1654.41,26.38,239.6935301,18.06
Sri Lanka,Maize,1997,9959,964.89,1622.4,26.66,237.3086981,18.86
Sri Lanka,Maize,1998,11371,1204.47,1532.41,27.13,264.6262213,18.51
Sri Lanka,Maize,1999,10897,1149.95,1766.91,26.32,292.5155244,18.58
Sri Lanka,Maize,2000,10838,1050.14,1695.71,26.43,274.2836517,18.36
Sri Lanka,Maize,2001,11182,1148.77,1705.05,26.63,270.9759076,18.85
Sri Lanka,Maize,2002,11282,1194.68,1714.39,26.74,309.7251195,18.8
Sri Lanka,Maize,2004,15023,1259.07,1733.07,26.64,287.01,18.42
Sri Lanka,Maize,2005,14713,1152.89,1742.41,26.73,255.2918182,18.64
Sri Lanka,Maize,2006,14853,1536.32,1751.75,26.56,291.3152381,18.51
Sri Lanka,Maize,2007,16508,1291.7,1439.8,26.57,288.525,18.57
Sri Lanka,Maize,2008,26337,1331.93,1152.39,26.42,311.7116667,18.36
Sri Lanka,Maize,2009,25515,1324.29,1170.36,26.67,257.9283333,18.73
Sri Lanka,Maize,2010,28061,1911.67,1450.54,26.83,229.0475,18.18
Sri Lanka,Maize,2011,27262,2043.0,1290.31,26.65,257.3146154,18.17
Sri Lanka,Maize,2012,34187,1768.12,1112.8,26.88,205.8553846,18.92
Sri Lanka,Maize,2013,30868,1437.02,1235.31,27.03,173.9853846,18.07
Sri Lanka,Plantains and others,1990,140381,1094.8,1571.33,26.53,192.4468683,18.45
Sri Lanka,Plantains and others,1991,129648,1080.87,1409.15,26.53,198.7148144,18.58
Sri Lanka,Plantains and others,1992,131963,1078.08,2144.31,26.26,205.7550975,18.79
Sri Lanka,Plantains and others,1993,136250,1401.16,1753.2,26.37,240.5198812,17.92
Sri Lanka,Plantains and others,1994,136905,971.61,1860.7,26.34,245.5441409,18.02
Sri Lanka,Plantains and others,1995,131818,294.83,1735.5,26.59,232.1611268,18.57
Sri Lanka,Plantains and others,1996,128883,365.59,1654.41,26.38,239.6935301,18.06
Sri Lanka,Plantains and others,1997,124786,964.89,1622.4,26.66,237.3086981,18.86
Sri Lanka,Plantains and others,1998,119608,1204.47,1532.41,27.13,264.6262213,18.51
Sri Lanka,Plantains and others,1999,118269,1149.95,1766.91,26.32,292.5155244,18.58
Sri Lanka,Plantains and others,2000,119608,1050.14,1695.71,26.43,274.2836517,18.36
Sri Lanka,Plantains and others,2001,118178,1148.77,1705.05,26.63,270.9759076,18.85
Sri Lanka,Plantains and others,2002,118000,1194.68,1714.39,26.74,309.7251195,18.8
Sri Lanka,Plantains and others,2004,107185,1259.07,1733.07,26.64,287.01,18.42
Sri Lanka,Plantains and others,2005,106604,1152.89,1742.41,26.73,255.2918182,18.64
Sri Lanka,Plantains and others,2006,103250,1536.32,1751.75,26.56,291.3152381,18.51
Sri Lanka,Plantains and others,2007,104962,1291.7,1439.8,26.57,288.525,18.57
Sri Lanka,Plantains and others,2008,111141,1331.93,1152.39,26.42,311.7116667,18.36
Sri Lanka,Plantains and others,2009,106511,1324.29,1170.36,26.67,257.9283333,18.73
Sri Lanka,Plantains and others,2010,109294,1911.67,1450.54,26.83,229.0475,18.18
Sri Lanka,Plantains and others,2011,112892,2043.0,1290.31,26.65,257.3146154,18.17
Sri Lanka,Plantains and others,2012,120475,1768.12,1112.8,26.88,205.8553846,18.92
Sri Lanka,Plantains and others,2013,114222,1437.02,1235.31,27.03,173.9853846,18.07
Sri Lanka,Potatoes,1990,110520,1094.8,1571.33,26.53,192.4468683,18.45
Sri Lanka,Potatoes,1991,104522,1080.87,1409.15,26.53,198.7148144,18.58
Sri Lanka,Potatoes,1992,110108,1078.08,2144.31,26.26,205.7550975,18.79
Sri Lanka,Potatoes,1993,112006,1401.16,1753.2,26.37,240.5198812,17.92
Sri Lanka,Potatoes,1994,110104,971.61,1860.7,26.34,245.5441409,18.02
Sri Lanka,Potatoes,1995,109931,294.83,1735.5,26.59,232.1611268,18.57
Sri Lanka,Potatoes,1996,127136,365.59,1654.41,26.38,239.6935301,18.06
Sri Lanka,Potatoes,1997,102773,964.89,1622.4,26.66,237.3086981,18.86
Sri Lanka,Potatoes,1998,111254,1204.47,1532.41,27.13,264.6262213,18.51
Sri Lanka,Potatoes,1999,125207,1149.95,1766.91,26.32,292.5155244,18.58
Sri Lanka,Potatoes,2000,132921,1050.14,1695.71,26.43,274.2836517,18.36
Sri Lanka,Potatoes,2001,135718,1148.77,1705.05,26.63,270.9759076,18.85
Sri Lanka,Potatoes,2002,134206,1194.68,1714.39,26.74,309.7251195,18.8
Sri Lanka,Potatoes,2004,148033,1259.07,1733.07,26.64,287.01,18.42
Sri Lanka,Potatoes,2005,141622,1152.89,1742.41,26.73,255.2918182,18.64
Sri Lanka,Potatoes,2006,148094,1536.32,1751.75,26.56,291.3152381,18.51
Sri Lanka,Potatoes,2007,145197,1291.7,1439.8,26.57,288.525,18.57
Sri Lanka,Potatoes,2008,145282,1331.93,1152.39,26.42,311.7116667,18.36
Sri Lanka,Potatoes,2009,149034,1324.29,1170.36,26.67,257.9283333,18.73
Sri Lanka,Potatoes,2010,135234,1911.67,1450.54,26.83,229.0475,18.18
Sri Lanka,Potatoes,2011,132500,2043.0,1290.31,26.65,257.3146154,18.17
Sri Lanka,Potatoes,2012,155269,1768.12,1112.8,26.88,205.8553846,18.92
Sri Lanka,Potatoes,2013,153210,1437.02,1235.31,27.03,173.9853846,18.07
Sri Lanka,"Rice, paddy",1990,30643,1094.8,1571.33,26.53,192.4468683,18.45
Sri Lanka,"Rice, paddy",1991,30215,1080.87,1409.15,26.53,198.7148144,18.58
Sri Lanka,"Rice, paddy",1992,30544,1078.08,2144.31,26.26,205.7550975,18.79
Sri Lanka,"Rice, paddy",1993,31350,1401.16,1753.2,26.37,240.5198812,17.92
Sri Lanka,"Rice, paddy",1994,29933,971.61,1860.7,26.34,245.5441409,18.02
Sri Lanka,"Rice, paddy",1995,31586,294.83,1735.5,26.59,232.1611268,18.57
Sri Lanka,"Rice, paddy",1996,31231,365.59,1654.41,26.38,239.6935301,18.06
Sri Lanka,"Rice, paddy",1997,32451,964.89,1622.4,26.66,237.3086981,18.86
Sri Lanka,"Rice, paddy",1998,35102,1204.47,1532.41,27.13,264.6262213,18.51
Sri Lanka,"Rice, paddy",1999,32810,1149.95,1766.91,26.32,292.5155244,18.58
Sri Lanka,"Rice, paddy",2000,34374,1050.14,1695.71,26.43,274.2836517,18.36
Sri Lanka,"Rice, paddy",2001,35228,1148.77,1705.05,26.63,270.9759076,18.85
Sri Lanka,"Rice, paddy",2002,34889,1194.68,1714.39,26.74,309.7251195,18.8
Sri Lanka,"Rice, paddy",2004,36516,1259.07,1733.07,26.64,287.01,18.42
Sri Lanka,"Rice, paddy",2005,35465,1152.89,1742.41,26.73,255.2918182,18.64
Sri Lanka,"Rice, paddy",2006,36705,1536.32,1751.75,26.56,291.3152381,18.51
Sri Lanka,"Rice, paddy",2007,38337,1291.7,1439.8,26.57,288.525,18.57
Sri Lanka,"Rice, paddy",2008,36800,1331.93,1152.39,26.42,311.7116667,18.36
Sri Lanka,"Rice, paddy",2009,38748,1324.29,1170.36,26.67,257.9283333,18.73
Sri Lanka,"Rice, paddy",2010,40558,1911.67,1450.54,26.83,229.0475,18.18
Sri Lanka,"Rice, paddy",2011,35699,2043.0,1290.31,26.65,257.3146154,18.17
Sri Lanka,"Rice, paddy",2012,36057,1768.12,1112.8,26.88,205.8553846,18.92
Sri Lanka,"Rice, paddy",2013,38897,1437.02,1235.31,27.03,173.9853846,18.07
Sri Lanka,Sorghum,1990,7143,1094.8,1571.33,26.53,192.4468683,18.45
Sri Lanka,Sorghum,1991,6911,1080.87,1409.15,26.53,198.7148144,18.58
Sri Lanka,Sorghum,1992,7034,1078.08,2144.31,26.26,205.7550975,18.79
Sri Lanka,Sorghum,1993,6154,1401.16,1753.2,26.37,240.5198812,17.92
Sri Lanka,Sorghum,1994,7132,971.61,1860.7,26.34,245.5441409,18.02
Sri Lanka,Sorghum,1995,9212,294.83,1735.5,26.59,232.1611268,18.57
Sri Lanka,Sorghum,1996,9510,365.59,1654.41,26.38,239.6935301,18.06
Sri Lanka,Sorghum,1997,9078,964.89,1622.4,26.66,237.3086981,18.86
Sri Lanka,Sorghum,1998,7000,1204.47,1532.41,27.13,264.6262213,18.51
Sri Lanka,Sorghum,1999,7000,1149.95,1766.91,26.32,292.5155244,18.58
Sri Lanka,Sorghum,2000,7500,1050.14,1695.71,26.43,274.2836517,18.36
Sri Lanka,Sorghum,2001,7143,1148.77,1705.05,26.63,270.9759076,18.85
Sri Lanka,Sorghum,2002,6818,1194.68,1714.39,26.74,309.7251195,18.8
Sri Lanka,Sorghum,2004,7714,1259.07,1733.07,26.64,287.01,18.42
Sri Lanka,Sorghum,2005,9583,1152.89,1742.41,26.73,255.2918182,18.64
Sri Lanka,Sorghum,2006,8500,1536.32,1751.75,26.56,291.3152381,18.51
Sri Lanka,Sorghum,2007,10000,1291.7,1439.8,26.57,288.525,18.57
Sri Lanka,Sorghum,2008,12353,1331.93,1152.39,26.42,311.7116667,18.36
Sri Lanka,Sorghum,2009,12857,1324.29,1170.36,26.67,257.9283333,18.73
Sri Lanka,Sorghum,2010,12500,1911.67,1450.54,26.83,229.0475,18.18
Sri Lanka,Sorghum,2011,12857,2043.0,1290.31,26.65,257.3146154,18.17
Sri Lanka,Sorghum,2012,12857,1768.12,1112.8,26.88,205.8553846,18.92
Sri Lanka,Sorghum,2013,14227,1437.02,1235.31,27.03,173.9853846,18.07
Sri Lanka,Soybeans,1990,8040,1094.8,1571.33,26.53,192.4468683,18.45
Sri Lanka,Soybeans,1991,9747,1080.87,1409.15,26.53,198.7148144,18.58
Sri Lanka,Soybeans,1992,9905,1078.08,2144.31,26.26,205.7550975,18.79
Sri Lanka,Soybeans,1993,9389,1401.16,1753.2,26.37,240.5198812,17.92
Sri Lanka,Soybeans,1994,10167,971.61,1860.7,26.34,245.5441409,18.02
Sri Lanka,Soybeans,1995,10034,294.83,1735.5,26.59,232.1611268,18.57
Sri Lanka,Soybeans,1996,8551,365.59,1654.41,26.38,239.6935301,18.06
Sri Lanka,Soybeans,1997,8451,964.89,1622.4,26.66,237.3086981,18.86
Sri Lanka,Soybeans,1998,9345,1204.47,1532.41,27.13,264.6262213,18.51
Sri Lanka,Soybeans,1999,9756,1149.95,1766.91,26.32,292.5155244,18.58
Sri Lanka,Soybeans,2000,9275,1050.14,1695.71,26.43,274.2836517,18.36
Sri Lanka,Soybeans,2001,9688,1148.77,1705.05,26.63,270.9759076,18.85
Sri Lanka,Soybeans,2002,9206,1194.68,1714.39,26.74,309.7251195,18.8
Sri Lanka,Soybeans,2004,14538,1259.07,1733.07,26.64,287.01,18.42
Sri Lanka,Soybeans,2005,16201,1152.89,1742.41,26.73,255.2918182,18.64
Sri Lanka,Soybeans,2006,16873,1536.32,1751.75,26.56,291.3152381,18.51
Sri Lanka,Soybeans,2007,16783,1291.7,1439.8,26.57,288.525,18.57
Sri Lanka,Soybeans,2008,24048,1331.93,1152.39,26.42,311.7116667,18.36
Sri Lanka,Soybeans,2009,22831,1324.29,1170.36,26.67,257.9283333,18.73
Sri Lanka,Soybeans,2010,16711,1911.67,1450.54,26.83,229.0475,18.18
Sri Lanka,Soybeans,2011,15673,2043.0,1290.31,26.65,257.3146154,18.17
Sri Lanka,Soybeans,2012,10987,1768.12,1112.8,26.88,205.8553846,18.92
Sri Lanka,Soybeans,2013,16955,1437.02,1235.31,27.03,173.9853846,18.07
Sri Lanka,Sweet potatoes,1990,64750,1094.8,1571.33,26.53,192.4468683,18.45
Sri Lanka,Sweet potatoes,1991,65460,1080.87,1409.15,26.53,198.7148144,18.58
Sri Lanka,Sweet potatoes,1992,60568,1078.08,2144.31,26.26,205.7550975,18.79
Sri Lanka,Sweet potatoes,1993,68502,1401.16,1753.2,26.37,240.5198812,17.92
Sri Lanka,Sweet potatoes,1994,68593,971.61,1860.7,26.34,245.5441409,18.02
Sri Lanka,Sweet potatoes,1995,67751,294.83,1735.5,26.59,232.1611268,18.57
Sri Lanka,Sweet potatoes,1996,65106,365.59,1654.41,26.38,239.6935301,18.06
Sri Lanka,Sweet potatoes,1997,60379,964.89,1622.4,26.66,237.3086981,18.86
Sri Lanka,Sweet potatoes,1998,60640,1204.47,1532.41,27.13,264.6262213,18.51
Sri Lanka,Sweet potatoes,1999,61575,1149.95,1766.91,26.32,292.5155244,18.58
Sri Lanka,Sweet potatoes,2000,62724,1050.14,1695.71,26.43,274.2836517,18.36
Sri Lanka,Sweet potatoes,2001,61834,1148.77,1705.05,26.63,270.9759076,18.85
Sri Lanka,Sweet potatoes,2002,61636,1194.68,1714.39,26.74,309.7251195,18.8
Sri Lanka,Sweet potatoes,2004,61869,1259.07,1733.07,26.64,287.01,18.42
Sri Lanka,Sweet potatoes,2005,62205,1152.89,1742.41,26.73,255.2918182,18.64
Sri Lanka,Sweet potatoes,2006,62586,1536.32,1751.75,26.56,291.3152381,18.51
Sri Lanka,Sweet potatoes,2007,75283,1291.7,1439.8,26.57,288.525,18.57
Sri Lanka,Sweet potatoes,2008,81252,1331.93,1152.39,26.42,311.7116667,18.36
Sri Lanka,Sweet potatoes,2009,78783,1324.29,1170.36,26.67,257.9283333,18.73
Sri Lanka,Sweet potatoes,2010,79014,1911.67,1450.54,26.83,229.0475,18.18
Sri Lanka,Sweet potatoes,2011,81641,2043.0,1290.31,26.65,257.3146154,18.17
Sri Lanka,Sweet potatoes,2012,78499,1768.12,1112.8,26.88,205.8553846,18.92
Sri Lanka,Sweet potatoes,2013,93002,1437.02,1235.31,27.03,173.9853846,18.07
Sudan,Maize,2012,16634,335.34,2469.47,28.19,3.327833947,22.42
Sudan,Maize,2013,15997,242.52,2469.47,28.745,2.612454864,22.98
Sudan,Potatoes,2012,166663,335.34,2469.47,28.19,3.327833947,22.42
Sudan,Potatoes,2013,166669,242.52,2469.47,28.745,2.612454864,22.98
Sudan,"Rice, paddy",2012,31746,335.34,2469.47,28.19,3.327833947,22.42
Sudan,"Rice, paddy",2013,33060,242.52,2469.47,28.745,2.612454864,22.98
Sudan,Sorghum,2012,5481,335.34,2469.47,28.19,3.327833947,22.42
Sudan,Sorghum,2013,6390,242.52,2469.47,28.745,2.612454864,22.98
Sudan,Sweet potatoes,2012,214286,335.34,2469.47,28.19,3.327833947,22.42
Sudan,Sweet potatoes,2013,213626,242.52,2469.47,28.745,2.612454864,22.98
Sudan,Wheat,2012,17297,335.34,2469.47,28.19,3.327833947,22.42
Sudan,Wheat,2013,19534,242.52,2469.47,28.745,2.612454864,22.98
Sudan,Yams,2012,19737,335.34,2469.47,28.19,3.327833947,22.42
Sudan,Yams,2013,21053,242.52,2469.47,28.745,2.612454864,22.98
Suriname,Cassava,1990,125641,2576.97,217.0,26.87,17.54385965,18.61
Suriname,Cassava,1991,154444,2017.7,207.0,26.93,17.54385965,18.61
Suriname,Cassava,1992,144139,1571.99,197.5,27.04,50.87719298,18.62
Suriname,Cassava,1993,130082,1928.02,188.0,26.83,57.89473684,18.71
Suriname,Cassava,1994,135039,2071.7,178.5,26.82,75.43859649,19.23
Suriname,Cassava,1995,149460,1787.13,169.0,27.33,75.43859649,18.54
Suriname,Cassava,1996,169764,2222.57,142.0,27.09,128.0701754,18.91
Suriname,Cassava,1997,162653,1595.36,139.0,27.27,124.5614035,19.2
Suriname,Cassava,1998,110084,1777.63,151.33,27.65,133.2280702,19.25
Suriname,Cassava,1999,167798,2009.56,163.67,27.07,92.98245614,18.96
Suriname,Cassava,2000,158385,2223.9,176.0,26.86,101.754386,18.65
Suriname,Cassava,2001,197585,1713.96,581.12,27.12,98.24561404,18.62
Suriname,Cassava,2002,187244,1893.3,986.25,27.14,92.17777778,19.08
Suriname,Cassava,2004,204878,1837.82,1214.83,27.47,141.0377358,19.61
Suriname,Cassava,2005,197619,2342.94,1426.37,27.7,106.3673469,19.13
Suriname,Cassava,2006,200000,1387.1,1483.84,27.34,183.3265306,18.89
Suriname,Cassava,2007,254710,1995.15,1847.86,27.19,149.4347826,18.77
Suriname,Cassava,2008,251652,2162.05,2108.66,27.22,548.6595745,18.51
Suriname,Cassava,2009,276831,1574.25,2191.37,27.45,158.2931034,19.18
Suriname,Cassava,2010,252560,2137.39,1286.65,27.7,211.9272727,18.75
Suriname,Cassava,2011,228356,2285.98,936.24,27.42,206.2931034,18.87
Suriname,Cassava,2012,241965,1858.4,633.92,27.4,188.9615385,19.17
Suriname,Cassava,2013,298608,2445.68,537.49,27.17,170.85,18.66
Suriname,Maize,1990,21575,2576.97,217.0,26.87,17.54385965,18.61
Suriname,Maize,1991,22289,2017.7,207.0,26.93,17.54385965,18.61
Suriname,Maize,1992,18706,1571.99,197.5,27.04,50.87719298,18.62
Suriname,Maize,1993,20651,1928.02,188.0,26.83,57.89473684,18.71
Suriname,Maize,1994,18162,2071.7,178.5,26.82,75.43859649,19.23
Suriname,Maize,1995,22553,1787.13,169.0,27.33,75.43859649,18.54
Suriname,Maize,1996,22267,2222.57,142.0,27.09,128.0701754,18.91
Suriname,Maize,1997,22833,1595.36,139.0,27.27,124.5614035,19.2
Suriname,Maize,1998,22000,1777.63,151.33,27.65,133.2280702,19.25
Suriname,Maize,1999,10000,2009.56,163.67,27.07,92.98245614,18.96
Suriname,Maize,2000,19048,2223.9,176.0,26.86,101.754386,18.65
Suriname,Maize,2001,19444,1713.96,581.12,27.12,98.24561404,18.62
Suriname,Maize,2002,19677,1893.3,986.25,27.14,92.17777778,19.08
Suriname,Maize,2004,28077,1837.82,1214.83,27.47,141.0377358,19.61
Suriname,Maize,2005,18421,2342.94,1426.37,27.7,106.3673469,19.13
Suriname,Maize,2006,23000,1387.1,1483.84,27.34,183.3265306,18.89
Suriname,Maize,2007,27222,1995.15,1847.86,27.19,149.4347826,18.77
Suriname,Maize,2008,22500,2162.05,2108.66,27.22,548.6595745,18.51
Suriname,Maize,2009,24000,1574.25,2191.37,27.45,158.2931034,19.18
Suriname,Maize,2010,23333,2137.39,1286.65,27.7,211.9272727,18.75
Suriname,Maize,2011,22857,2285.98,936.24,27.42,206.2931034,18.87
Suriname,Maize,2012,26364,1858.4,633.92,27.4,188.9615385,19.17
Suriname,Maize,2013,24737,2445.68,537.49,27.17,170.85,18.66
Suriname,Plantains and others,1990,206853,2576.97,217.0,26.87,17.54385965,18.61
Suriname,Plantains and others,1991,257647,2017.7,207.0,26.93,17.54385965,18.61
Suriname,Plantains and others,1992,212170,1571.99,197.5,27.04,50.87719298,18.62
Suriname,Plantains and others,1993,192946,1928.02,188.0,26.83,57.89473684,18.71
Suriname,Plantains and others,1994,201869,2071.7,178.5,26.82,75.43859649,19.23
Suriname,Plantains and others,1995,253471,1787.13,169.0,27.33,75.43859649,18.54
Suriname,Plantains and others,1996,245380,2222.57,142.0,27.09,128.0701754,18.91
Suriname,Plantains and others,1997,238532,1595.36,139.0,27.27,124.5614035,19.2
Suriname,Plantains and others,1998,227338,1777.63,151.33,27.65,133.2280702,19.25
Suriname,Plantains and others,1999,236391,2009.56,163.67,27.07,92.98245614,18.96
Suriname,Plantains and others,2000,217379,2223.9,176.0,26.86,101.754386,18.65
Suriname,Plantains and others,2001,232854,1713.96,581.12,27.12,98.24561404,18.62
Suriname,Plantains and others,2002,237531,1893.3,986.25,27.14,92.17777778,19.08
Suriname,Plantains and others,2004,306667,1837.82,1214.83,27.47,141.0377358,19.61
Suriname,Plantains and others,2005,285275,2342.94,1426.37,27.7,106.3673469,19.13
Suriname,Plantains and others,2006,200476,1387.1,1483.84,27.34,183.3265306,18.89
Suriname,Plantains and others,2007,254652,1995.15,1847.86,27.19,149.4347826,18.77
Suriname,Plantains and others,2008,282651,2162.05,2108.66,27.22,548.6595745,18.51
Suriname,Plantains and others,2009,341816,1574.25,2191.37,27.45,158.2931034,19.18
Suriname,Plantains and others,2010,280227,2137.39,1286.65,27.7,211.9272727,18.75
Suriname,Plantains and others,2011,312350,2285.98,936.24,27.42,206.2931034,18.87
Suriname,Plantains and others,2012,309336,1858.4,633.92,27.4,188.9615385,19.17
Suriname,Plantains and others,2013,307428,2445.68,537.49,27.17,170.85,18.66
Suriname,"Rice, paddy",1990,37691,2576.97,217.0,26.87,17.54385965,18.61
Suriname,"Rice, paddy",1991,38156,2017.7,207.0,26.93,17.54385965,18.61
Suriname,"Rice, paddy",1992,37975,1571.99,197.5,27.04,50.87719298,18.62
Suriname,"Rice, paddy",1993,36987,1928.02,188.0,26.83,57.89473684,18.71
Suriname,"Rice, paddy",1994,36325,2071.7,178.5,26.82,75.43859649,19.23
Suriname,"Rice, paddy",1995,35186,1787.13,169.0,27.33,75.43859649,18.54
Suriname,"Rice, paddy",1996,37025,2222.57,142.0,27.09,128.0701754,18.91
Suriname,"Rice, paddy",1997,39827,1595.36,139.0,27.27,124.5614035,19.2
Suriname,"Rice, paddy",1998,37581,1777.63,151.33,27.65,133.2280702,19.25
Suriname,"Rice, paddy",1999,37205,2009.56,163.67,27.07,92.98245614,18.96
Suriname,"Rice, paddy",2000,38970,2223.9,176.0,26.86,101.754386,18.65
Suriname,"Rice, paddy",2001,37671,1713.96,581.12,27.12,98.24561404,18.62
Suriname,"Rice, paddy",2002,39227,1893.3,986.25,27.14,92.17777778,19.08
Suriname,"Rice, paddy",2004,35596,1837.82,1214.83,27.47,141.0377358,19.61
Suriname,"Rice, paddy",2005,35984,2342.94,1426.37,27.7,106.3673469,19.13
Suriname,"Rice, paddy",2006,41296,1387.1,1483.84,27.34,183.3265306,18.89
Suriname,"Rice, paddy",2007,42534,1995.15,1847.86,27.19,149.4347826,18.77
Suriname,"Rice, paddy",2008,41892,2162.05,2108.66,27.22,548.6595745,18.51
Suriname,"Rice, paddy",2009,42092,1574.25,2191.37,27.45,158.2931034,19.18
Suriname,"Rice, paddy",2010,42329,2137.39,1286.65,27.7,211.9272727,18.75
Suriname,"Rice, paddy",2011,41331,2285.98,936.24,27.42,206.2931034,18.87
Suriname,"Rice, paddy",2012,43622,1858.4,633.92,27.4,188.9615385,19.17
